Anno;Codice Regione;Descrizione Regione;Codice Azienda;Codice struttura;Denominazione struttura;Indirizzo;Codice Comune;Comune;Sigla provincia;Codice tipo struttura;Descrizione tipo struttura
2015;180;CALABRIA             ;914;180914;A.O. MATER DOMINI CATANZARO;VIALE EUROPA LOC. GERMANETO;079023;CATANZARO                               ;CZ;0;Azienda Ospedaliera
2015;180;CALABRIA             ;915;180915;Azienda Osp.  Bianchi-Melacrino-Morelli;VIA PROVINCIALE SPIRITO SANTO, 24;080063;REGGIO DI CALABRIA                      ;RC;0;Azienda Ospedaliera
2015;180;CALABRIA             ;916;180916;INRCA;C.DA  MUOIO PICCOLO;078045;COSENZA                                 ;CS;3.1;IRCCS pubblico
2015;190;SICILIA              ;921;190921;A.O. per l'Emergenza Cannizzaro;via Messina 829;087015;CATANIA                                 ;CT;0;Azienda Ospedaliera
2015;190;SICILIA              ;922;190922;ARNAS GARIBALDI;PIAZZA SANTA MARIA DI GESU', 5/7;087015;CATANIA                                 ;CT;0;Azienda Ospedaliera
2015;190;SICILIA              ;923;190923;A.O.U. POLICLINICO - VITTORIO EMANUELE;VIA SANTA SOFIA 78;087015;CATANIA                                 ;CT;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2015;190;SICILIA              ;924;190924;aorpapardopiemonte;contrada papardo;083048;MESSINA                                 ;ME;0;Azienda Ospedaliera
2015;190;SICILIA              ;925;190925;Azienda Osp. Univ. G. Martino;viale gazzi;083048;MESSINA                                 ;ME;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2015;190;SICILIA              ;926;190926;A.O.R Villa Sofia Cervello;Viale Strasburgo, 233;082053;PALERMO                                 ;PA;0;Azienda Ospedaliera
2015;190;SICILIA              ;927;190927;Azienda Ospedaliera 'Civico-Di Cristina-;Piazza Nicola Leotta, 4 ;082053;PALERMO                                 ;PA;0;Azienda Ospedaliera
2015;190;SICILIA              ;928;190928;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;082053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2015;190;SICILIA              ;960;190960;IRCCS Centro Neurolesi 'Bonino Pulejo';s.s. 113 Contrada Casazza;083048;MESSINA                                 ;ME;3.1;IRCCS pubblico
2015;190;SICILIA              ;970;190970;Dipartimento Rizzoli-Sicilia;SS13 al km 246;082006;BAGHERIA                                ;PA;3.1;IRCCS pubblico
2015;200;SARDEGNA             ;904;200904;AZIENDA OSPEDALIERA G.BROTZU;PIAZZALE A. RICCHI N. 1 ;092009;CAGLIARI                                ;CA;0;Azienda Ospedaliera
2015;200;SARDEGNA             ;905;200905;AZIENDA OSPEDALIERO UNIVERSITARIA SS;VIA COPPINO N° 26;090064;SASSARI                                 ;SS;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2015;200;SARDEGNA             ;906;200906;A.O.U. Cagliari;via Ospeale, 46;092009;CAGLIARI                                ;CA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2016;010;PIEMONTE             ;904;010904;AZIENDA OSPEDALIERO UNIVERSITARIA S.LUIG;REGIONE GONZOLE 10                      ;001171;ORBASSANO                               ;TO;2.2;Azienda Ospedaliera integrata con l'Università
2016;010;PIEMONTE             ;905;010905;AZIENDA OSPED. NOVARA E GALLIATE        ;CORSO MAZZINI GIUSEPPE 18               ;003106;NOVARA                                  ;NO;2.2;Azienda Ospedaliera integrata con l'Università
2016;010;PIEMONTE             ;906;010906;AZ. OSPEDAL. S. CROCE E CARLE           ;VIA COPPINO MICHELE 26                  ;004078;CUNEO                                   ;CN;0;Azienda Ospedaliera
2016;010;PIEMONTE             ;907;010907;AZ. SS.ANTONIO E BIAGIO E C.ARRIGO      ;VIA VENEZIA 16                          ;006003;ALESSANDRIA                             ;AL;0;Azienda Ospedaliera
2016;010;PIEMONTE             ;908;010908;OSPEDALE MAURIZIANO UMBERTO I - TORINO  ;LARGO TURATI FILIPPO 62                 ;001272;TORINO                                  ;TO;0;Azienda Ospedaliera
2016;010;PIEMONTE             ;909;010909;AOU CITTA' DELLA SALUTE E DELLA SCIENZA;CORSO LAZZARI FRANCESCO DETTO IL BRAMANT;001272;TORINO                                  ;TO;2.2;Azienda Ospedaliera integrata con l'Università
2016;030;LOMBARDIA            ;701;030701;ASST GRANDE OSPEDALE METROPOLITANO NIGUA;PIAZZA OSPEDALE MAGGIORE N. 3           ;015146;MILANO                                  ;MI;0;Azienda Ospedaliera
2016;030;LOMBARDIA            ;702;030702;ASST SANTI PAOLO E CARLO                ;VIA A. DI RUDIN¿ N. 8                   ;015146;MILANO                                  ;MI;0;Azienda Ospedaliera
2016;030;LOMBARDIA            ;703;030703;ASST FATEBENEFRATELLI SACCO             ;VIA G.B. GRASSI N. 74                   ;015146;MILANO                                  ;MI;0;Azienda Ospedaliera
2016;030;LOMBARDIA            ;704;030704;ASST SPEC.ORT.TRAUMATOLOGICO G.PINI/CTO ;PIAZZA A. CARDINAL FERRARI, 1           ;015146;MILANO                                  ;MI;0;Azienda Ospedaliera
2016;030;LOMBARDIA            ;705;030705;ASST OVEST MILANESE                     ;VIA PAPA GIOVANNI PAOLO II C.P. 3       ;015118;LEGNANO                                 ;MI;0;Azienda Ospedaliera
2016;030;LOMBARDIA            ;706;030706;ASST RHODENSE                           ;VIALE FORLANINI N. 95                   ;015105;GARBAGNATE MILANESE                     ;MI;0;Azienda Ospedaliera
2016;030;LOMBARDIA            ;707;030707;ASST NORD MILANO                        ;VIALE GIACOMO MATTEOTTI 83              ;015209;SESTO SAN GIOVANNI                      ;MI;0;Azienda Ospedaliera
2016;030;LOMBARDIA            ;708;030708;ASST MELEGNANO E DELLA MARTESANA        ;VIA PANDINA N. 1                        ;015244;VIZZOLO PREDABISSI                      ;MI;0;Azienda Ospedaliera
2016;030;LOMBARDIA            ;709;030709;ASST DI LODI                            ;VIA FISSIRAGA N. 15                     ;098031;LODI                                    ;LO;0;Azienda Ospedaliera
2016;030;LOMBARDIA            ;710;030710;ASST DEI SETTE LAGHI                    ;VIALE BORRI N. 57                       ;012133;VARESE                                  ;VA;0;Azienda Ospedaliera
2016;030;LOMBARDIA            ;711;030711;ASST DELLA VALLE OLONA                  ;VIA A. DA BRESCIA N. 1                  ;012026;BUSTO ARSIZIO                           ;VA;0;Azienda Ospedaliera
2016;030;LOMBARDIA            ;712;030712;ASST LARIANA                            ;VIA NAPOLEONA N. 60                     ;013075;COMO                                    ;CO;0;Azienda Ospedaliera
2016;030;LOMBARDIA            ;713;030713;ASST DELLA VALTELLINA E DELL'ALTO LARIO ;VIA STELVIO N. 25                       ;014061;SONDRIO                                 ;SO;0;Azienda Ospedaliera
2016;030;LOMBARDIA            ;714;030714;ASST DELLA VALCAMONICA                  ;VIA NISSOLINA N. 2                      ;017028;BRENO                                   ;BS;0;Azienda Ospedaliera
2016;030;LOMBARDIA            ;715;030715;ASST DI LECCO                           ;VIA DELL'EREMO N. 9/11                  ;097042;LECCO                                   ;LC;0;Azienda Ospedaliera
2016;030;LOMBARDIA            ;716;030716;ASST DI MONZA                           ;VIA PERGOLESI N. 33                     ;108033;MONZA;MB;0;Azienda Ospedaliera
2016;030;LOMBARDIA            ;717;030717;ASST DI VIMERCATE                       ;VIA SANTI COSMA E DAMIANO N. 10         ;108050;VIMERCATE;MB;0;Azienda Ospedaliera
2016;030;LOMBARDIA            ;718;030718;ASST PAPA GIOVANNI XXIII                ;PIAZZA ORGANIZZAZIONE MONDIALE DELLA SAN;016024;BERGAMO                                 ;BG;0;Azienda Ospedaliera
2016;030;LOMBARDIA            ;719;030719;ASST DI BERGAMO OVEST                   ;P.LE OSPEDALE N. 1                      ;016219;TREVIGLIO                               ;BG;0;Azienda Ospedaliera
2016;030;LOMBARDIA            ;720;030720;ASST DI BERGAMO EST                     ;VIA PADERNO N. 21                       ;016198;SERIATE                                 ;BG;0;Azienda Ospedaliera
2016;030;LOMBARDIA            ;721;030721;ASST DEGLI SPEDALI CIVILI DI BRESCIA    ;PIAZZALE SPEDALI CIVILI N. 1            ;017029;BRESCIA                                 ;BS;0;Azienda Ospedaliera
2016;030;LOMBARDIA            ;722;030722;ASST DELLA FRANCIACORTA                 ;VIALE MAZZINI N. 4                      ;017052;CHIARI                                  ;BS;0;Azienda Ospedaliera
2016;030;LOMBARDIA            ;723;030723;ASST DEL GARDA                          ;LOCALIT¿ MONTECROCE                     ;017067;DESENZANO DEL GARDA                     ;BS;0;Azienda Ospedaliera
2016;030;LOMBARDIA            ;724;030724;ASST DI CREMONA                         ;VIALE CONCORDIA N. 1                    ;019036;CREMONA                                 ;CR;0;Azienda Ospedaliera
2016;030;LOMBARDIA            ;725;030725;ASST DI MANTOVA                         ;STRADA LAGO PAIOLO N. 10                ;020030;MANTOVA                                 ;MN;0;Azienda Ospedaliera
2016;030;LOMBARDIA            ;726;030726;ASST DI CREMA                           ;LARGO UGO DOSSENA N. 2                  ;019035;CREMA                                   ;CR;0;Azienda Ospedaliera
2016;030;LOMBARDIA            ;727;030727;ASST DI PAVIA                           ;VIALE REPUBBLICA N. 34                  ;018110;PAVIA                                   ;PV;0;Azienda Ospedaliera
2016;030;LOMBARDIA            ;920;030920;I.N.R.C.A.- PRESIDIO DI CASATENOVO      ;VIA MONTEREGIO, 13                      ;097016;CASATENOVO                              ;LC;3.1;IRCCS pubblico
2016;030;LOMBARDIA            ;922;030922;"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO  ";VIA VENEZIAN, 1                         ;015146;MILANO                                  ;MI;3.3;IRCCS fondazione
2016;030;LOMBARDIA            ;923;030923;FOND.IRCCS IST.NAZ.NEUROLOGICO C.BESTA-M;VIA CELORIA 11                          ;015146;MILANO                                  ;MI;3.3;IRCCS fondazione
2016;030;LOMBARDIA            ;924;030924;POLICLINICO S. MATTEO - PAVIA           ;VIALE GOLGI, 19                         ;018110;PAVIA                                   ;PV;3.3;IRCCS fondazione
2016;030;LOMBARDIA            ;925;030925;FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGI;VIA FRANCESCO SFORZA, 28                ;015146;MILANO                                  ;MI;3.3;IRCCS fondazione
2016;050;VENETO               ;901;050901;AZIENDA OSPEDALIERA DI PADOVA;VIA GIUSTINIANI, 1                      ;028060;PADOVA                                  ;PD;0;Azienda Ospedaliera
2016;050;VENETO               ;912;050912;AZ.OSP.UNIVERSITARIA INTEGRATA VERONA;Piazzale Stefani, 1;023091;VERONA                                  ;VR;2.2;Azienda Ospedaliera integrata con l'Università
2016;050;VENETO               ;952;050952;I.R.C.C.S. ISTITUTO ONCOLOGICO VENETO;via gattamelata, 64;028060;PADOVA                                  ;PD;3.1;IRCCS pubblico
2016;060;FRIULI VENEZIA GIULIA;901;060901;I.R.C.C.S.  BURLO GAROFOLO;VIA DELL`ISTRIA 65/1                    ;032006;TRIESTE                                 ;TS;3.1;IRCCS pubblico
2016;060;FRIULI VENEZIA GIULIA;902;060902;CENTRO  RIFERIMENTO ONCOLOGICO;VIA FRANCO GALLINI N. 2;093004;AVIANO                                  ;PN;3.1;IRCCS pubblico
2016;060;FRIULI VENEZIA GIULIA;913;060913;AZ.OSP.UNIV. OSPEDALI RIUNITI DI TRIESTE;VIA FARNETO N. 3                        ;032006;TRIESTE                                 ;TS;2.2;Azienda Ospedaliera integrata con l'Università
2016;060;FRIULI VENEZIA GIULIA;916;060916;AZIENDA OSPEDALIERO-UNIVERSITARIA;P.LE S.MARIA DELLA MISERICORDIA 15;030129;UDINE                                   ;UD;2.2;Azienda Ospedaliera integrata con l'Università
2016;070;LIGURIA              ;901;070901;IRCCS AOU S.MARTINO - IST;Largo Rosanna Benzi n. 10;010025;GENOVA                                  ;GE;3.1;IRCCS pubblico
2016;070;LIGURIA              ;940;070940;IST.G.GASLINI;VIA G. GASLINI                          ;010025;GENOVA                                  ;GE;3.1;IRCCS pubblico
2016;080;EMILIA ROMAGNA       ;105;080153;ISTITUTO DELLE SCIENZE NEUROLOGICHE DI B;VIA ALTURA 3                            ;037006;BOLOGNA                                 ;BO;3.1;IRCCS pubblico
2016;080;EMILIA ROMAGNA       ;902;080902;AZIENDA OSPEDALIERO-UNIVERSITARIA DI PAR;VIA GRAMSCI, 14                         ;034027;PARMA                                   ;PR;2.2;Azienda Ospedaliera integrata con l'Università
2016;080;EMILIA ROMAGNA       ;903;080903;AZIENDA OSPEDALIERA DI REGGIO EMILIA    ;VIALE RISORGIMENTO N 80                 ;035033;REGGIO NELL'EMILIA                      ;RE;0;Azienda Ospedaliera
2016;080;EMILIA ROMAGNA       ;904;080904;AZIENDA OSPEDALIERO-UNIVERSITARIA DI MOD;VIA DEL POZZO, 71                       ;036023;MODENA                                  ;MO;2.2;Azienda Ospedaliera integrata con l'Università
2016;080;EMILIA ROMAGNA       ;908;080908;AZIENDA OSPEDALIERO-UNIVERSITARIA DI BOL;VIA GIUSEPPE MASSARENTI 9               ;037006;BOLOGNA                                 ;BO;2.2;Azienda Ospedaliera integrata con l'Università
2016;080;EMILIA ROMAGNA       ;909;080909;AZIENDA OSPEDALIERO-UNIVERSITARIA DI FER; VIA ALDO MORO, 8                       ;038008;FERRARA                                 ;FE;2.2;Azienda Ospedaliera integrata con l'Università
2016;080;EMILIA ROMAGNA       ;960;080960;ISTITUTO ORTOPEDICO RIZZOLI             ;VIA PUPILLI 1                           ;037006;BOLOGNA                                 ;BO;3.1;IRCCS pubblico
2016;090;TOSCANA              ;901;090901;AZIENDA OSPEDALIERO-UNIVERSITARIA PISANA;VIA ROMA 67                             ;050026;PISA                                    ;PI;2.2;Azienda Ospedaliera integrata con l'Università
2016;090;TOSCANA              ;902;090902;AZIENDA OSPEDALIERA UNIVERSITARIA SENESE;V.LE BRACCI - LOC.LE SCOTTE             ;052032;SIENA                                   ;SI;2.2;Azienda Ospedaliera integrata con l'Università
2016;090;TOSCANA              ;903;090903;AZ. OSPEDALIERO - UNIVERSITARIA CAREGGI ;LARGO BRAMBILLA, 3                      ;048017;FIRENZE                                 ;FI;2.2;Azienda Ospedaliera integrata con l'Università
2016;090;TOSCANA              ;904;090904;AZIENDA OSPEDALIERA MEYER               ;VIALE PIERACCINI 24                     ;048017;FIRENZE                                 ;FI;2.2;Azienda Ospedaliera integrata con l'Università
2016;100;UMBRIA               ;901;100901;AZIENDA OSPEDALIERA DI PERUGIA;PIAZZALE GIORGIO MENGHINI, 8/9;054039;PERUGIA                                 ;PG;0;Azienda Ospedaliera
2016;100;UMBRIA               ;902;100902;AZIENDA OSPEDALIERA 'S. MARIA' - TERNI;VIA TRISTANO DI JOANNUCCIO              ;055032;TERNI                                   ;TR;0;Azienda Ospedaliera
2016;110;MARCHE               ;901;110901;A.O. OSPEDALI RIUNITI MARCHE NORD;Piazzale Cinelli 4           ;041044;PESARO                                  ;PU;0;Azienda Ospedaliera
2016;110;MARCHE               ;905;110905;A.O.U.OSPEDALI RIUNITI - ANCONA;VIA CONCA 71                            ;042002;ANCONA                                  ;AN;0;Azienda Ospedaliera
2016;110;MARCHE               ;921;110921;OSPEDALI INRCA MARCHE;VIA DELLA MONTAGNOLA, 81                ;042002;ANCONA                                  ;AN;3.1;IRCCS pubblico
2016;120;LAZIO                ;901;120901;AZ.OSP.SAN CAMILLO-FORLANINI;CIRCONVALLAZIONE GIANICOLENSE, 87;058091;ROMA                                    ;RM;0;Azienda Ospedaliera
2016;120;LAZIO                ;902;120902;AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA;VIA DELL`AMBA ARADAM 9                  ;058091;ROMA                                    ;RM;0;Azienda Ospedaliera
2016;120;LAZIO                ;906;120906;POLICLINICO U. I;VIALE DEL POLICLINICO 155               ;058091;ROMA                                    ;RM;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2016;120;LAZIO                ;908;120908;ISTITUTI FISIOTERAPICI OSPITALIERI;VIA ELIO CHIANESI 53                    ;058091;ROMA                                    ;RM;3.1;IRCCS pubblico
2016;120;LAZIO                ;918;120918;INMI 'L.SPALLANZANI' - IRCCS;VIA PORTUENSE,292                       ;058091;ROMA                                    ;RM;3.1;IRCCS pubblico
2016;120;LAZIO                ;919;120919;AZIENDA OSPEDALIERA SANT`ANDREA;VIA DI GROTTAROSSA 1035 - 1039          ;058091;ROMA                                    ;RM;2.2;Azienda Ospedaliera integrata con l'Università
2016;120;LAZIO                ;920;120920;AZ. OSP. UNIV. POLICLINICO TOR VERGATA;VIALE OXFORD , 81                       ;058091;ROMA                                    ;RM;2.2;Azienda Ospedaliera integrata con l'Università
2016;150;CAMPANIA             ;901;150901;AZIENDA OSPEDALIERA 'A. CARDARELLI';VIA A.CARDARELLI 9                      ;063049;NAPOLI                                  ;NA;0;Azienda Ospedaliera
2016;150;CAMPANIA             ;902;150902;A.O.SANTOBONO-PAUSILIPON;VIA CROCE ROSSA 8                       ;063049;NAPOLI                                  ;NA;0;Azienda Ospedaliera
2016;150;CAMPANIA             ;903;150903;A.zienda Ospedaliera dei Colli;Via L. Bianchi;063049;NAPOLI                                  ;NA;0;Azienda Ospedaliera
2016;150;CAMPANIA             ;904;150904;A.O.OO.RR.S.GIOVANNI DI DIO E RUGGI D`AR;S.LEONARDO                              ;065116;SALERNO                                 ;SA;2.2;Azienda Ospedaliera integrata con l'Università
2016;150;CAMPANIA             ;905;150905;AZIENDA OSPEDALIERA S.G. MOSCATI;C.daAMORETTA                            ;064008;AVELLINO                                ;AV;0;Azienda Ospedaliera
2016;150;CAMPANIA             ;906;150906;AZIENDA OSPEDALE `G.RUMMO`;VIA DELL`ANGELO,1                       ;062008;BENEVENTO                               ;BN;0;Azienda Ospedaliera
2016;150;CAMPANIA             ;907;150907;A.O. SANT'ANNA E SAN SEBASTIANO  CASERTA;VIA PALASCIANO             ;061022;CASERTA                                 ;CE;0;Azienda Ospedaliera
2016;150;CAMPANIA             ;908;150908;AZIENDA OSPEDALIERA UNIVERSITARIA UNICAM;VIA COSTANTINOPOLI, 104;063049;NAPOLI                                  ;NA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2016;150;CAMPANIA             ;909;150909;A.O.U. 'FEDERICO II' DI NAPOLI;VIA SERGIO PANSINI 5                    ;063049;NAPOLI                                  ;NA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2016;150;CAMPANIA             ;910;150910;ISTITUTO NAZIONALE TUMORI DI NAPOLI;VIA MARIANO SEMMOLA                     ;063049;NAPOLI                                  ;NA;3.1;IRCCS pubblico
2016;160;PUGLIA               ;901;160901;ISTITUTO TUMORI GIOVANNI PAOLO II;VIALE ORAZIO FLACCO N.65;072006;BARI                                    ;BA;3.1;IRCCS pubblico
2016;160;PUGLIA               ;902;160902;IRCCS 'SAVERIO DE BELLIS';Via Turi, 27;072017;CASTELLANA GROTTE                       ;BA;3.1;IRCCS pubblico
2016;160;PUGLIA               ;907;160907;AO UNIV. CONS. POLICLINICO BARI;P.zza G. Cesare 11;072006;BARI                                    ;BA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2016;160;PUGLIA               ;910;160910;AO UNIV. 'OO RR FOGGIA';Viale Luigi Pinto;071024;FOGGIA                                  ;FG;2.2;Azienda Ospedaliera integrata con l'Università
2016;170;BASILICATA           ;901;170901;AZIENDA OSPEDALIERA REGIONALE 'S. CARLO';Via Potito Petrone snc  ;076063;POTENZA                                 ;PZ;0;Azienda Ospedaliera
2016;170;BASILICATA           ;910;170910;C.R.O.B. - I.R.C.C.S.;Via Padre Pio 1;076066;RIONERO IN VULTURE                      ;PZ;3.1;IRCCS pubblico
2016;180;CALABRIA             ;912;180912;AZIENDA OSPEDALIERA DI COSENZA;VIA SAN MARTINO;078045;COSENZA                                 ;CS;0;Azienda Ospedaliera
2016;180;CALABRIA             ;913;180913;Azienda Ospedaliera Pugliese De Lellis;Viale Pio X;079023;CATANZARO                               ;CZ;0;Azienda Ospedaliera
2016;180;CALABRIA             ;914;180914;A.O. MATER DOMINI CATANZARO;VIALE EUROPA LOC. GERMANETO;079023;CATANZARO                               ;CZ;0;Azienda Ospedaliera
2016;180;CALABRIA             ;915;180915;Azienda Osp.  Bianchi-Melacrino-Morelli;VIA PROVINCIALE SPIRITO SANTO, 24;080063;REGGIO DI CALABRIA                      ;RC;0;Azienda Ospedaliera
2016;180;CALABRIA             ;916;180916;INRCA;C.DA  MUOIO PICCOLO;078045;COSENZA                                 ;CS;3.1;IRCCS pubblico
2016;190;SICILIA              ;921;190921;A.O. per l'Emergenza Cannizzaro;via Messina 829;087015;CATANIA                                 ;CT;0;Azienda Ospedaliera
2016;190;SICILIA              ;922;190922;ARNAS GARIBALDI;PIAZZA SANTA MARIA DI GESU', 5/7;087015;CATANIA                                 ;CT;0;Azienda Ospedaliera
2016;190;SICILIA              ;923;190923;A.O.U. POLICLINICO - VITTORIO EMANUELE;VIA SANTA SOFIA 78;087015;CATANIA                                 ;CT;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2016;190;SICILIA              ;924;190924;aorpapardopiemonte;contrada papardo;083048;MESSINA                                 ;ME;0;Azienda Ospedaliera
2016;190;SICILIA              ;925;190925;Azienda Osp. Univ. G. Martino;viale gazzi;083048;MESSINA                                 ;ME;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2016;190;SICILIA              ;926;190926;A.O.R Villa Sofia Cervello;Viale Strasburgo, 233;082053;PALERMO                                 ;PA;0;Azienda Ospedaliera
2016;190;SICILIA              ;927;190927;Azienda Ospedaliera 'Civico-Di Cristina-;Piazza Nicola Leotta, 4 ;082053;PALERMO                                 ;PA;0;Azienda Ospedaliera
2016;190;SICILIA              ;928;190928;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;082053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2016;190;SICILIA              ;960;190960;IRCCS Centro Neurolesi 'Bonino Pulejo';s.s. 113 Contrada Casazza;083048;MESSINA                                 ;ME;3.1;IRCCS pubblico
2016;190;SICILIA              ;970;190970;Dipartimento Rizzoli-Sicilia;SS13 al km 246;082006;BAGHERIA                                ;PA;3.1;IRCCS pubblico
2016;200;SARDEGNA             ;904;200904;AZIENDA OSPEDALIERA G.BROTZU;PIAZZALE A. RICCHI N. 1 ;092009;CAGLIARI                                ;CA;0;Azienda Ospedaliera
2016;200;SARDEGNA             ;905;200905;AZIENDA OSPEDALIERO UNIVERSITARIA SS;VIA COPPINO N° 26;090064;SASSARI                                 ;SS;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2016;200;SARDEGNA             ;906;200906;A.O.U. Cagliari;via Ospeale, 46;092009;CAGLIARI                                ;CA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2017;010;PIEMONTE             ;904;010904;AZIENDA OSPEDALIERO UNIVERSITARIA S.LUIG;REGIONE GONZOLE 10                      ;001171;ORBASSANO                               ;TO;2.2;Azienda Ospedaliera integrata con l'Università
2017;010;PIEMONTE             ;905;010905;AZIENDA OSPED. NOVARA E GALLIATE        ;CORSO MAZZINI GIUSEPPE 18               ;003106;NOVARA                                  ;NO;2.2;Azienda Ospedaliera integrata con l'Università
2017;010;PIEMONTE             ;906;010906;AZ. OSPEDAL. S. CROCE E CARLE           ;VIA COPPINO MICHELE 26                  ;004078;CUNEO                                   ;CN;0;Azienda Ospedaliera
2017;010;PIEMONTE             ;907;010907;AZ. SS.ANTONIO E BIAGIO E C.ARRIGO      ;VIA VENEZIA 16                          ;006003;ALESSANDRIA                             ;AL;0;Azienda Ospedaliera
2017;010;PIEMONTE             ;908;010908;OSPEDALE MAURIZIANO UMBERTO I - TORINO  ;LARGO TURATI FILIPPO 62                 ;001272;TORINO                                  ;TO;0;Azienda Ospedaliera
2017;010;PIEMONTE             ;909;010909;AOU CITTA' DELLA SALUTE E DELLA SCIENZA ;CORSO LAZZARI FRANCESCO DETTO IL BRAMANT;001272;TORINO                                  ;TO;2.2;Azienda Ospedaliera integrata con l'Università
2017;030;LOMBARDIA            ;701;030701;ASST GRANDE OSPEDALE METROPOLITANO NIGUA;PIAZZA OSPEDALE MAGGIORE N. 3           ;015146;MILANO                                  ;MI;0;Azienda Ospedaliera
2017;030;LOMBARDIA            ;702;030702;ASST SANTI PAOLO E CARLO                ;VIA A. DI RUDIN¿ N. 8                   ;015146;MILANO                                  ;MI;0;Azienda Ospedaliera
2017;030;LOMBARDIA            ;703;030703;ASST FATEBENEFRATELLI SACCO             ;VIA G.B. GRASSI N. 74                   ;015146;MILANO                                  ;MI;0;Azienda Ospedaliera
2017;030;LOMBARDIA            ;704;030704;ASST SPEC.ORT.TRAUMATOLOGICO G.PINI/CTO ;PIAZZA A. CARDINAL FERRARI, 1           ;015146;MILANO                                  ;MI;0;Azienda Ospedaliera
2017;030;LOMBARDIA            ;705;030705;ASST OVEST MILANESE                     ;VIA PAPA GIOVANNI PAOLO II C.P. 3       ;015118;LEGNANO                                 ;MI;0;Azienda Ospedaliera
2017;030;LOMBARDIA            ;706;030706;ASST RHODENSE                           ;VIALE FORLANINI N. 95                   ;015105;GARBAGNATE MILANESE                     ;MI;0;Azienda Ospedaliera
2017;030;LOMBARDIA            ;707;030707;ASST NORD MILANO                        ;VIALE GIACOMO MATTEOTTI 83              ;015209;SESTO SAN GIOVANNI                      ;MI;0;Azienda Ospedaliera
2017;030;LOMBARDIA            ;708;030708;ASST MELEGNANO E DELLA MARTESANA        ;VIA PANDINA N. 1                        ;015244;VIZZOLO PREDABISSI                      ;MI;0;Azienda Ospedaliera
2017;030;LOMBARDIA            ;709;030709;ASST DI LODI                            ;VIA FISSIRAGA N. 15                     ;098031;LODI                                    ;LO;0;Azienda Ospedaliera
2017;030;LOMBARDIA            ;710;030710;ASST DEI SETTE LAGHI                    ;VIALE BORRI N. 57                       ;012133;VARESE                                  ;VA;0;Azienda Ospedaliera
2017;030;LOMBARDIA            ;711;030711;ASST DELLA VALLE OLONA                  ;VIA A. DA BRESCIA N. 1                  ;012026;BUSTO ARSIZIO                           ;VA;0;Azienda Ospedaliera
2017;030;LOMBARDIA            ;712;030712;ASST LARIANA                            ;VIA NAPOLEONA N. 60                     ;013075;COMO                                    ;CO;0;Azienda Ospedaliera
2017;030;LOMBARDIA            ;713;030713;ASST DELLA VALTELLINA E DELL'ALTO LARIO ;VIA STELVIO N. 25                       ;014061;SONDRIO                                 ;SO;0;Azienda Ospedaliera
2017;030;LOMBARDIA            ;714;030714;ASST DELLA VALCAMONICA                  ;VIA NISSOLINA N. 2                      ;017028;BRENO                                   ;BS;0;Azienda Ospedaliera
2017;030;LOMBARDIA            ;715;030715;ASST DI LECCO                           ;VIA DELL'EREMO N. 9/11                  ;097042;LECCO                                   ;LC;0;Azienda Ospedaliera
2017;030;LOMBARDIA            ;716;030716;ASST DI MONZA                           ;VIA PERGOLESI N. 33                     ;108033;MONZA;MB;0;Azienda Ospedaliera
2017;030;LOMBARDIA            ;717;030717;ASST DI VIMERCATE                       ;VIA SANTI COSMA E DAMIANO N. 10         ;108050;VIMERCATE;MB;0;Azienda Ospedaliera
2017;030;LOMBARDIA            ;718;030718;ASST PAPA GIOVANNI XXIII                ;PIAZZA ORGANIZZAZIONE MONDIALE DELLA SAN;016024;BERGAMO                                 ;BG;0;Azienda Ospedaliera
2017;030;LOMBARDIA            ;719;030719;ASST DI BERGAMO OVEST                   ;P.LE OSPEDALE N. 1                      ;016219;TREVIGLIO                               ;BG;0;Azienda Ospedaliera
